index,title,q,a
2012,'꼬이다'의 문형,"사동사는 목적어를 취하는 타동사가 되는 반면, 피동사는 자동사로만 쓴다고 생각했는데 사전에서 '꼬이다'가 타동사로 표시되어 있네요. 피동사도 타동사가 될 수 있는 건가요?","'빚쟁이에게 멱살을 잡히다'처럼 목적어를 가지는 피동사도 있기는 합니다만, '꼬다'의 피동사 '꼬이다'는 '줄이 꼬이다'와 같이 쓰이는 자동사로 목적어를 가지지 않습니다. 타동사 '꼬이다'는 '꼬다'의 피동사가 아니고 '그럴듯한 말이나 행동으로 남을 속이거나 부추겨서 자기 생각대로 끌다'를 뜻하는 동음어로 '사람을 꼬이다'와 같이 쓰입니다."
2013,"'꺼림하다', '께름하다'의 표현","'꺼림하다', '께름하다'는 모두 표준어인가요?","'꺼림하다', '께름하다'는 어감의 차이를 보이는 복수 표준어입니다. '꺼림하다'는 '마음에 걸려서 언짢은 느낌이 있다'를 뜻하고, '께름하다'는 '마음에 걸려서 언짢은 느낌이 꽤 있다'를 뜻해 미미한 어감 차이가 있는 복수 표준어입니다."
2014,'깜짝'과 '깜작'의 표현,'깜짝'과 '깜작' 중 어느 것이 표준어인가요?,"'눈이 살짝 감겼다 뜨이는 모양'을 나타내는 '깜짝'과 '깜작'은 어감 차이를 보이는 표준어입니다. 여기서 '깜짝'은 '깜작'보다 센 느낌을 줍니다. 참고로, '갑자기 놀라는 모양'을 나타내는 말은 '깜짝'이 표준어입니다."
2015,'까닭 없이'와 '까닭인지'의 표준 발음,'까닭 없이'와 '까닭인지'의 표준 발음은 무엇인가요?,"'까닭 없이'와 '까닭인지'의 표준 발음은 각각 [까다겁씨]와 [까달긴지]입니다. 표준발음법 제15항 [붙임]에 따르면 겹받침 뒤에 모음으로 시작되는 실질형태소가 연결되는 경우에는 겹받침 중 하나만을 옮겨 발음하므로, 겹받침 'ㄺ' 뒤에 실질형태소 '없-'이 연결된 '까닭 없이'는 [까다겁씨]로 발음합니다. 한편 제14항에 따르면 겹받침이 모음으로 시작된 접미사나 조사와 결합되는 경우에는 뒤엣것만을 뒤 음절 첫소리로 옮겨 발음하므로, 겹받침 'ㄺ' 뒤에 형식형태소 '이-'가 연결된 '까닭인지'는 [까달긴지]로 발음합니다."
2016,'ㄲ'의 이름,'ㄲ'의 이름은 무엇인가요?,'ㄲ'의 이름은 '쌍기역'입니다. 한글맞춤법 제4항 [붙임 1]에서 스물넉 자의 자모로써 적을 수 없는 소리는 두 개 이상의 자모를 어울러서 적되 그 순서와 이름은 다음과 같이 정한다고 규정하고 맨 앞에 'ㄲ(쌍기역)'을 명시하고 있습니다.
2017,'김치'의?로마자?표기,한국의 전통 식품 고추장(Gochujang)이 김치(Kimchi)처럼 세계 시장에서 한국어 고유 이름을 사용할 수 있게 됐다는 중앙일보의 기사를 읽었는데 현 로마자 표기법에 따르면 김치는 'gimchi'라고 표기해야 하는 것 아닌가요?,"'김치'는 'gimchi', 'kimchi' 모두 적을 수 있습니다. 현행 로마자 표기법에 따르면 'gimchi'로 적는 것이 맞습니다만, 국제적으로 이미 널리 알려져 있는 'kimchi'로 적는 것도 허용합니다."
2018,'김밥'의 표준 발음,'김밥'의 표준 발음은 무엇인가요?,"'김밥'의 표준 발음은 [김ː밥/김ː빱]입니다. '김밥'의 표준 발음은 원래 [김ː밥]이었으나, 현실 쓰임을 고려하여 2016년에 [김ː빱]도 표준 발음으로 인정되었습니다."
2019,이름 뒤?'-이'의?필수성 여부,이름이 자음으로 끝날 때 '-이'를 꼭 붙여야 하나요? 아니면 붙여도 되고 안 붙여도 되나요?,"경우에 따라 다릅니다. '-이'는 받침 있는 사람의 이름 뒤에 붙어 '어조를 고르는 접미사'이므로 어조를 고려해야 하는 구어적인 쓰임에서는 '-이'를 붙여 '길동이가', '길동이를'과 같이 쓰는 것이 자연스럽고, 어조를 고려할 필요가 없는 문어적인 쓰임에서는 '-이'를 붙이지 않고 '(홍)길동이', '(홍)길동을'과 같이 쓰는 것이 자연스럽습니다."
2020,"'긴데', '긴대'의 표현","""줄넘기 줄은 {긴데/긴대}, 머리카락 묶는 줄은 짧아.""에서 무엇이 맞나요?","'긴데'와 같이 쓰는 것이 맞습니다. '긴데'는 형용사 '길다'의 어간 '길-' 뒤에, ‘이다’의 어간, 받침 없는 형용사 어간, ‘ㄹ’ 받침인 형용사 어간 뒤에 붙어 '뒤 절에서 어떤 일을 설명하거나 묻거나 시키거나 제안하기 위하여 그 대상과 상관되는 상황을 미리 말할 때'에 쓰는 연결 어미 '-ㄴ데'가 결합한 말입니다. '-ㄴ대'는 받침 없는 동사 어간, ‘ㄹ’ 받침인 동사 어간 뒤에 붙어 '주어진 사실에 대한 의문'(놀라거나 못마땅하게 여기는 뜻 포함)을 나타내는 종결 어미이므로 형용사인 '길다'의 어간에는 붙을 수가 없습니다."
2021,'길'의 로마자 표기,"표지판에 '**길'을 영어로 표기할 때 어느 곳에는 '**gil'이라고 되어 있고, 다른 곳은 '**road'라고 되어 있는데, 어느 것이 올바른 표기인가요?","'**길'은 '-gil'이라고 적는 것이 맞습니다. '공공 용어의 영어 번역 및 표기 지침'(문체부 훈령 279호)에 따르면, 행정자치부의 ?새 주소(도로명 주소) 업무 편람?에 따라 ‘대로, 로, 길(번길)’은 각각 ‘-daero, -ro, -gil(beon-gil)’로 표기하므로 '**길'은 '-gil'로 적습니다."
2022,'기장'의 쓰임,'기장'은 옷의 길이에만 한정해서 쓰는 표현인지요? 간혹 머리 길이를 기장이라고 쓰는 것을 보았데 옷 외에도 '기장'이라는 표현을 쓸 수 있나요?,"""표준국어대사전""에 따르면 '기장'은 '옷의 길이'를 뜻하는 말로 '외투의 기장', '바지 기장'과 같이 쓰입니다. '머리 기장'은 '기장'의 쓰임을 확장해 쓴 것으로 보입니다만, 아직 사전에 반영될 만큼 그 쓰임이 정착된 것 같지는 않으므로 현재로서는 '머리 기장'보다는 '머리 길이'로 표현하는 것이 적절합니다."
2023,'기울다'의?명사형,'기울다'의 명사형이 '기욺'이라던데 '기움'이 맞는 거 아닌가요?,"'기울다'의 명사형은 '기욺'이 맞습니다. '기울다'의 어간 '기울-' 뒤에, ‘ㄹ’ 받침인 용언의 어간 뒤에 붙어 '그 말이 명사 구실을 하게 하는' 어미 '-ㅁ'이 결합하는데, '기울다'는 'ㄹ' 탈락 현상이 일어나는(ㄴ, -ㄹ, ㅂ, ㅅ, -오 앞) 말이기는 하나 'ㅁ' 앞에서는 탈락하지 않으므로 '기움'이 아니라 '기욺'으로 활용합니다."
2024,"'기어 올라가다', '기어올라 가다'의?띄어쓰기","'기어오르다'도 있고 '올라가다'도 있는데, '기어 올라가다'가 맞나요, '기어올라 가다'가 맞나요?","의미에 따라 다르겠지만 일반적으로는 기어서 올라간다는 뜻으로 '기어 올라가다'와 같이 띄어 씁니다. 다만, 기어올라서 간다는 뜻이거나 기어오르는 것이 계속 진행된다는 뜻이라면 '기어올라 가다'와 같이 띄어 쓸 수도 있습니다."
2025,'기뻐하다'의?품사,"'기뻐하다'가 형용사라는데 '기뻐한다', '기뻐하자', '기뻐하라'가 가능하니 동사가 아닌가요?","'기뻐하다'는 동사가 맞습니다. '기뻐하다'는 '마음의 기쁨을 느끼다', '기쁘게 여기다'를 뜻하는 합성 동사로서 ""친구들이 기뻐하는 모습을 보니 기분이 좋다."", ""기뻐해라. 오늘부터 방학인데 숙제는 없다.""와 같이 쓰입니다. 참고로, '기쁘다'는 '욕구가 충족되어 마음이 흐뭇하고 흡족하다'를 뜻하는 형용사로서 ""다시 만나게 되어 기쁘다.""와 같이 쓰입니다."
2026,'기미'의?어원,"일본어에서는 명사나 동사 연용형에 기미(氣味)를 붙여서 '기운, 낌새, 조짐, 상태'의 뜻으로 쓰이는데, ""그럴 기미는 안 보인다.""에서 '기미'는 그 어원이 무엇인가요?","우리말에서 '낌새'의 뜻을 지니는 '기미'는 한자어 '幾微/機微'입니다. '기미(幾微/機微)'는 '어떤 일을 알아차릴 수 있는 눈치. 또는 일이 되어 가는 야릇한 분위기'를 뜻하는 '낌새'의 동의어로 '기미를 알아차리다', '기미를 느끼다'와 같이 쓰입니다. 일본어에서 '?味(きみ)'는 '경향', '기', '티', '기색'의 뜻으로 쓰이고, '機微'는 '미묘한 사정'을 뜻하는 말로 쓰이는데, 우리말에서는 중국 한자어의 뜻을 그대로 받아들여 '기미(幾微/機微)'는 '낌새'를 나타내고, '기미(氣味)'는 '취미', '취향'을 나타냅니다."
2027,'기도를 바치다'의 표현,교회나 성당에서 '기도를 바치다'를 쓰는데 바른 표현인가요?,"'기도를 바치다'는 쓸 수 있는 표현입니다. 일반적으로는 '기도를 드리다', '기도를 올리다'를 씁니다만, '바치다'가 '신이나 웃어른에게 정중하게 드리다'를 뜻하므로 신에게 기도를 정중하게 드린다는 뜻으로 '기도를 바치다'를 쓸 수 있습니다."
2028,'유산이기도?하다'와?'유산이기도?한다'의 표현,"""자연은 우리의 삶의 터전이지만, 후손에게 물려줄 유산이기도 {하다/한다}."" 중 바른 표현은 무엇인가요?","""자연은 우리의 삶의 터전이지만, 후손에게 물려줄 유산이기도 하다.""가 바른 표현입니다. 여기서 '하다'는 형용사 뒤에서 ‘-기도 하다’ 구성으로 쓰여 '앞말이 뜻하는 상태를 일단 긍정하거나 강조함'을 나타내는 보조 형용사인데, '유산이다'는 형용사와 같이 활용하므로 그 뒤에 보조 형용사 '하다'가 와서 '유산이기도 하다'와 같이 활용합니다. 참고로, '하다'는 동사 뒤에서 ‘-기도 하다’ 구성으로 쓰여 '앞말이 뜻하는 행동을 일단 긍정하거나 강조함'을 나타내는 보조 동사로서, ""그녀는 조금이라도 아침을 먹기는 한다.""와 같이 쓰이기도 합니다."
2029,"'기다랗다', '길다랗다'의 표현",'기다랗다'와 '길다랗다' 중 어느 것이 표준어인가요?,"'기다랗다'가 표준어입니다. '매우 길거나 생각보다 길다'의 뜻을 나타내는 표준어는 '기다랗다'이며, '길다랗다'는 '기다랗다'의 비표준어입니다."
2030,'기다랗다'의 음운 변동,'기다랗다'는 '길다랗다'에서 ㄹ이 탈락한 것인가요?,"'기다랗다'는 '길다랗다'에서 'ㄹ'이 탈락해 굳어진 말이 맞습니다. 본디 '길다'의 어간 '길-' 뒤에, 일부 형용사 어근 뒤에 붙어 ‘그 정도가 꽤 뚜렷함’의 뜻을 더하는 접미사 '-다랗다'가 결합한 말인데, 한글맞춤법 제28항에 따르면 끝소리가 'ㄹ'인 말과 딴 말이 어울릴 적에 'ㄹ' 소리가 나지 아니하는 것(역사적으로 'ㄴ, ㄷ, ㅅ, ㅈ' 앞에서)은 아니 나는 대로 적으므로, '기다랗다'로 적는 것입니다."
2031,'기나긴'의?형태소?분석,'기나긴'은 어떻게 분석을 하나요?,"'기나긴'은 '길-+-나+길-+-ㄴ'으로 분석합니다. 여기서 '길-'은 '길다'의 어간이고, '-나'는 ‘-나 -ㄴ’ 구성으로 쓰여 '형용사 어간을 반복하여 그러한 상태를 강조하는' 연결 어미이며, '-ㄴ'은 ‘이다’의 어간, 받침 없는 형용사 어간, ‘ㄹ’ 받침인 형용사 어간 뒤에 붙어 현재의 상태를 나타내는 관형사형 어미인데, '길다'의 어간 끝 'ㄹ'은 'ㄴ, -ㄹ, ㅂ, ㅅ, -오' 앞에서 탈락하므로 '기나긴'으로 적습니다."
2032,"'기가 찬 듯', '기가 찬듯'의 띄어쓰기","'기가 찬 듯', '기가 찬듯'의 바른 띄어쓰기는 무엇인가요?","'기가 찬 듯'이 맞습니다. 여기서 '듯'은 어미 '-은', '-는', '-을' 뒤에 쓰여 '짐작이나 추측'의 뜻을 나타내는 의존 명사이므로 앞말과 띄어 '기가 찬 듯'으로 적습니다. 참고로, '이다’의 어간, 용언의 어간 뒤에 붙어 '뒤 절의 내용이 앞 절의 내용과 거의 같음'을 나타내는 연결 어미로, '물 쓰듯 돈을 쓴다'와 같이 쓰이는 어미 '-듯'도 있습니다."
2033,'-게'와?'-기'의?차이,"'-게 마련이다', '-기 마련이다'의 차이는 무엇인가요?","'-게 마련이다', '-기 마련이다'는 '당연히 그럴 것임'을 나타내는 관용 표현으로 뜻 차이가 없습니다. '-게 마련이다', '-기 마련이다'는 이미 굳어진 표현이라 구조적 차이가 별 의미가 없어 보이기는 하나, 본디 '-게'는 용언의 어간에 붙어 '앞의 내용이 뒤에서 가리키는 사태의 결과가 됨을 나타내는 연결 어미로 그 절이 '마련이다'의 부사절과 같이 쓰였고, '-기'는 ‘이다’의 어간, 용언의 어간 뒤에 붙어 그 말이 명사 구실을 하게 하는 어미로 그 절이 '마련이다'의 주어와 같이 쓰였습니다."
2034,"'급반응한', '급반응 한'의?띄어쓰기","'급반응한', '급반응 한'의?올바른 띄어쓰기는 무엇인가요?","'급반응한'으로 붙여 씁니다. '급반응'이나 '급반응하다'가 사전에 등재되어 있지는 않지만, '급-'은 일부 명사 앞에 붙어 ‘갑작스러운’의 뜻을 더하는 접두사이고, '-하다'는 일부 명사 뒤에 붙어 '동사를 만드는' 접미사이므로 '급반응', '급반응하다'로 붙여 씁니다."
2035,'금요일'의 표준 발음,'금요일'의 표준 발음은 무엇인가요?,"'금요일'의 표준 발음은 [그묘일]입니다. 표준발음법 제29항에 따르면 합성어에서 앞 단어의 끝이 자음이고 뒤 단어의 첫음절이 '요'인 경우 'ㄴ' 음을 첨가하여 [뇨]로 발음하지만, 'ㄴ' 음을 첨가하지 않는 경우도 있는데 '금-요일'은 'ㄴ'을 첨가하지 않고 [그묘일]로 발음합니다."
2036,"'일천오백이십만 일천일백', '천오백이십만 천백'의 표현","'15,201,100'을 '일천오백이십만 일천일백'이라고 하나요, '천오백이십만 천백'이라고 하나요?","이에 대한 규정은 따로 없습니다. '15,201,100'은 일상적으로는 '일'을 빼고 '천오백이십만 천백'으로 읽고 쓰지만, 금융권에서는 위변조를 막기 위해 '일'을 다 넣고 붙여서 '일천오백이십만일천일백'으로 적거나 '일'을 수의 첫머리에만 넣고 붙여서 '일천오백이십만천백'으로 적는 관행이 있는 듯합니다."
2037,'금실'과?'금슬'의 표현,"부부간의 정을 나타내는 표준어는 '금슬'인가요, '금실'인가요?","'금실', '금슬' 모두 표준어입니다. '금실'은 '부부간의 사랑'을 뜻하는 말이고, '금슬(琴瑟)'은 '금실'의 원말입니다."
2038,'그런데'의 준말,'그런데'라는 뜻으로 '근데'와 '건데'를 쓰는데 어느 것이 맞나요?,"'근데'와 '건데' 모두 맞습니다. '근데'와 '건데' 모두 '그런데'의 준말인데, '근데'는 '그런데'의 두 번째 음절의 '러'가 탈락해 준 말이고, '건데'는 첫 번째 음절의 모음 'ㅡ'와 두 번째 음절의 'ㄹ'이 탈락해 준 말입니다."
2039,'그지없다'와?'업신여기다'의 단어 형성법,"'그지없다', '업신여기다'는 복합어인가요, 단일어인가요?","'그지없다'와 '업신여기다' 모두 복합어입니다. 공시적으로 '그지', '업신'의 쓰임이 확인되지 않으나 형용사 '없다', 동사 '여기다'의 쓰임이 분명하므로 '그지없다', '업신여기다'를 단일어로 보기는 어렵습니다."
2040,'그리하다'의 준말,'그러다'가 '그리하다'의 준말이라는데 도대체 어떻게 '그리하다'가 '그러다'로 주나요?,'그리하다'가 '그러다'로 준 것은 역사적으로 굳어진 것이라 공시적인 규칙으로 설명하기 어렵습니다.
2041,'Greco-Roman'의 외래어 표기,신문 기사에서 '그레꼬로망'이라고 표기를 했던데 외래어 표기 규정상 맞나요?,'그레코로만'이 맞습니다. '그리스 양식과 로마 양식을 혼합한 예술 양식'을 뜻하는 'Greco-Roman'의 외래어 표기는 관용적으로 굳어진 대로 '그레코로만'으로 적습니다.
2042,'그죠'의 표현,'그렇죠'를 줄여 쓴 '그죠'는 잘못된 표현인가요?,"현실적으로 구어에서 쓰이고 있는 말로 잘못이라 하기는 어렵습니다. '그리하다'의 준말 '그렇다'의 어간 '그렇-'에 종결 어미 '-지'와 보조사 '요'가 결합하여 이루어진 '그렇지요'를 줄여 '그렇죠'로 쓰는데, 이를 다시 '그죠'로 줄여 쓴 말입니다. 현실 언어를 반영한 ""우리말샘""에는 '그렇죠'가 줄어든 말로 올라 있습니다."
2043,'그렇단'과?'그런단'의?차이,'그렇단'과 '그런단'의 차이점은 뭔가요?,"'그렇단'은 '상태, 모양, 성질 따위가 그와 같다'의 뜻을 나타내는 형용사 '그렇다'의 어간 '그렇-' 뒤에, 형용사의 어간에 붙는 '-다는'(-다고 하는)이나 '-다고 한'이 줄어든 '-단'이 붙은 말입니다. 반면, '그런단'은 '그렇게 하다'의 뜻을 나타내는 동사 '그리하다'의 준말 '그러다'의 어간 '그러-' 뒤에, 받침 없는 동사 어간, ‘ㄹ’ 받침인 동사 어간 뒤에 붙는 '-ㄴ다는'(-ㄴ다고 하는)이나 '-ㄴ다고 한'이 줄어든 '-ㄴ단'이 붙은 말입니다."
2044,'그렇습니다'의?품사,상대방의 말에 긍정하는 의미를 드러내는 '그렇습니다'의 품사는 뭔가요?,"형용사입니다. '그래'가 해라할 자리에 쓰여 '긍정하는 뜻으로 대답할 때' 쓰는 감탄사인 것과 달리, 하십시오할 자리에 쓰여 '상대방의 말에 대해 자기 생각도 그 말과 같다'는 뜻으로 쓰는 '그렇습니다'는 '그렇다'의 활용형으로 형용사입니다."
2045,'그렇게?않으면'의 표현,'그렇게 않으면/그렇게 하지 않으면'에서 바른 표현은 무엇인가요?,"'그렇게 하지 않으면'이 바른 표현입니다. '그렇게 하다'의 긴 부정은 '그렇게 하지 않다'이므로 '그렇게 하지 않으면'으로 쓰는 것이 바릅니다. 다만, 현실적으로는 '그렇게 하지 않으면'의 '하지'를 생략한 것인지, '그렇게 안 하면'을 임의로 줄여 쓴 것인지는 알 수 없습니다만 '그렇게 않다'로 쓰는 경우도 종종 있습니다."
2046,"'그럴듯하게', '그럴 듯하게'의?띄어쓰기","'그럴듯하게', '그럴 듯하게'의 바른?띄어쓰기는?","""그의 말이 그럴듯하다.""처럼 '제법 그렇다고 여길 만하다'를 뜻하는 말은 합성어이므로 '그럴듯하다'로 붙여 씁니다. 반면, ""그 사람이라면 충분히 {그럴 듯하다/그럴듯하다}.""처럼 '본용언+보조 용언' 구 구성으로 쓴 말은 한글맞춤법 제47항에 따라 '그럴 듯하다'로 띄어 쓰는 것이 원칙이나 '그럴듯하다'로 붙여 쓸 수도 있습니다."
2047,"'그런 유', '그런 류'의 표기","'그런 유의 사람'이 맞나요, '그런 류의 사람'이 맞나요?","'그런 유의 사람'이 맞습니다. '유(類)'는 '질이나 속성이 비슷한 것들의 부류'를 뜻하는 명사인데, 한글맞춤법 제11항에 따르면, 한자음 '류'가 단어의 첫머리에 올 적에는 두음법칙에 따라 '유'로 적되, 의존 명사는 본음대로 적는데, '유(類)'는 의존 명사가 아니고 자립 명사이므로 '그런 유의 사람'으로 적습니다."
2048,"'그런 만큼', '그런만큼'의?띄어쓰기","'그런 만큼',?'그런만큼'의?바른 띄어쓰기는 무엇인가요?","'그런 만큼'으로 띄어 쓰는 것이 바릅니다. 여기서 '만큼'은 주로 어미 ‘-은, -는, -던’ 뒤에 쓰여 '뒤에 나오는 내용의 원인이나 근거가 됨'을 나타내는 의존 명사이므로 앞말과 띄어 씁니다. '만큼'은 체언의 바로 뒤에 붙어 '앞말과 비슷한 정도나 한도임'을 나타내는 격 조사로도 쓰이는데, 이 경우에는 '하늘만큼', '땅만큼'처럼 앞말에 붙여 씁니다."
2049,"'그런?거', '그런거'의?띄어쓰기","'그런 거', '그런거'의 바른 띄어쓰기는 무엇인가요?",'그런 거'로 띄어 쓰는 것이 바릅니다. 여기서 '거'는 의존 명사 '것'을 구어적으로 이르는 말로서 앞말과 띄어 씁니다.
2050,'그러잖아도'의 형태소 분석,'그러잖아도 나라가 뒤숭숭한데'에서 '그러잖아도'가 맞는 표현인지요? 맞다면 무엇이 결합한 말인가요?,'그러잖아도 나라가 뒤숭숭한데'와 같이 쓸 수 있습니다. 여기서 '그러잖아도'는 '그리하다'의 준말 '그러다'의 어간에 연결 어미 '-지'와 어간 '않-'과 어미 '-아도'가 결합한 '그러지 않아도'가 줄어든 말입니다.
2051,'그러자'의?품사,"""마을 사람들은 화가 나서 투덜거렸다. 그러자 양치기 소년은 재미있다는 듯이 깔깔대고 웃었다.""에서 '그러자'의 품사가 접속 부사인가요?","'그러자'는 접속 부사가 아니고 동사 '그러다'의 활용형입니다. 동사 '그리하다'의 준말 '그러다'의 어간 '그러-' 뒤에, 한 동작이 막 끝남과 동시에 다른 동작이나 사실이 잇따라 일어남을 나타내는 연결 어미 '-자'가 결합한 말입니다."
2052,"'그러다', '그렇다'의 활용",'왜 그러느냐/그러냐'에서 바른 표현은 무엇인가요?,"'왜 그러느냐', '왜 그러냐' 모두 바른 표현입니다. 다만, '그러느냐'는 동사 '그러다'의 어간 뒤에, '있다’, ‘없다’, ‘계시다’의 어간, 동사 어간 뒤에 붙어 예스럽게 물음을 나타내는 해라체 종결 어미 '-느냐'가 결합한 말이고, '그러냐'는 동사 '그러다'의 어간 뒤에, '이다’의 어간, 용언의 어간 뒤에 붙어, 구어적으로 물음을 나타내는 해라체 종결 어미 '-냐'가 결합한 말이라 어투의 차이가 있습니다."
2053,'그래서인지'와?'그래선지'의 표현,"'그래서인지'는 '그래서 + 이- + -ㄴ지'로 분석된다는데, 그러면 '그래서'에 어미 '-ㄴ지'가 결합한 '그래선지'는 쓸 수 있는 표현인가요?",'그래선지'도 쓸 수 있는 표현입니다. '그래선지'는 본디 '그래서'에 '이-'와 어미 '-ㄴ지'가 결합한 말인데 '이-'가 모음으로 끝난 말 뒤에서 쉽게 생략되는 경향이 있으므로 '그래선지'로 쓰기도 합니다.
2054,'그래서'와?'그랬더니'의 차이,'그랬더니'와 '그래서'의 차이는 무엇인가요?,"'-더니'는 ‘이다’의 어간, 용언의 어간 뒤에 붙어 '과거의 사태나 행동에 뒤이어 일어난 상황을 이어 주는(주로 앞 절의 내용이 뒤 절의 원인이 됨) 연결어미로 ""운동을 했더니 온몸이 쑤신다.""와 같이 쓰이고, '-어서'는 용언의 어간 뒤나 ‘이다', ‘아니다’의 어간 뒤에 붙어 '이유나 근거'를 나타내는 연결 어미로 ""비가 와서 물이 불었다.""와 같이 쓰입니다. 이에 따르면 '그랬더니'는 사건시를 기준으로 과거의 사태나 행동이 원인이 됨을 나타내고, '그래서'는 단순히 어떤 사태나 행동이 이유가 됨을 나타냅니다."
2055,"'그다음 날', '그 다음날'의?띄어쓰기","'그다음 날', '그 다음날'의 바른 띄어쓰기는 무엇인가요?","'그다음 날'로 띄어 쓰는 것이 바릅니다. '그다음'은 '그것에 뒤이어 오는 때나 자리'를 뜻하고 '다음날'은 '정하여지지 아니한 미래의 어떤 날'을 뜻하는데, '다음날'은 정하여지지 않은 날이라 '그'의 수식을 받기 어려우므로 일반적으로는 '그것에 뒤이어 오는 날'의 뜻으로 '그다음∨날'과 같이 띄어 씁니다."
2056,"'이후',?'이 후'의?띄어쓰기","'이후',?'이 후'의?바른 띄어쓰기는 무엇인가요?","일반적으로는 '이제부터 뒤'(이후 벌어지는 일에 대해서는 책임지지 않겠다.), '어떤 때를 포함하여 그보다 뒤'(10시 이후에 전화해.)를 뜻하는 한자어 '이후(以後)'로 보아 붙여 씁니다. 다만, '그 후'처럼 지시관형사 '이'와 명사 '후'가 이어진 경우(그는 열일곱 살에 자퇴를 했다. 상경은 이 후의 일이다.)라면 구로서 띄어 씁니다."
2057,외국 인명의 띄어쓰기,"한글맞춤법 제48항에 따르면 성과 이름, 성과 호 등은 붙여 쓰되, 분명히 구분할 필요가 있을 경우에는 띄어 쓸 수 있다는데, 외국 인명의 성과 이름도 그런가요?","서구 인명은 원어에 따라 이름과 성으로 띄어 씁니다. 외래어표기법 제4장 제1절 제1항에 따르면 외국의 인명은 제1장, 제2장, 제3장의 규정을 따르는 것을 원칙으로 한다고 되어 있는데, 제3장 제1절 제10항 2에 따르면 원칙적으로 원어에서 띄어 쓴 말은 띄어 쓰도록 되어 있으므로 'Gwyneth Paltrow'와 같은 서구 인명은 '귀네스 팰트로'와 같이 이름과 성을 띄어서 적습니다. 한편, 동양 인명 중 중국의 성명은 원어 '毛澤東'에 따라 '마오쩌둥'과 같이 붙여 씁니다만, 일본의 성명은 원어가 '伊藤博文'과 같이 붙어 있지만 '이토 히로부미'처럼 성과 이름을 띄어서 씁니다."
2058,"'귀 원', '귀원'의 띄어쓰기","""{귀 원/귀원}의 무궁한 발전을 기원합니다.""에서 알맞은 띄어쓰기는 무엇인가요?","""귀 원의 무궁한 발전을 기원합니다.""와 같이 띄어 쓰는 것이 알맞습니다. 여기서 '귀'는 상대편이나 그 소속체를 높이는 뜻을 나타내는 관형사인데, '원'은 현재 ""표준국어대사전""에 접미사로만 올라 있어 띄어쓰기에 혼란이 있습니다. 그러나 구조적으로 관형사 뒤에 접미사가 바로 올 수는 없으므로 여기서의 '원'은 접미사 '-원'이 아니고 이것이 결합한 기관명, 단체명, 시설명을 줄여 쓴 말로 보고 앞말과 띄어 씁니다."
2059,'굽다'의 활용,'굽-+-으면'을 어째서 '구우면'이라 하나요?,'굽다'가 'ㅂ' 불규칙 용언이기 때문입니다. 한글맞춤법 제18항 6에 따르면 어간 끝 'ㅂ'이 모음 앞에서 '우'로 바뀌는 경우 바뀐 대로 적습니다. 이에 따라 '굽다'의 어간 '굽-' 뒤에 어미 '-으면'이 결합하면 '구우면'으로 활용하므로 그리 적는 것입니다.
2060,"'굴러?들어오다', '굴러들어 오다'의?띄어쓰기","'굴러들다', '들어오다' 모두 합성어인데 '굴러?들어오다', '굴러들어 오다'의?바른 띄어쓰기는 무엇인가요?","의미에 따라 다르겠지만, 일반적으로는 굴러서 들어온다는 뜻으로 '굴러 들어오다'와 같이 띄어 씁니다. 다만, 굴러들어서 온다는 뜻(의미 중복적)이나 굴러드는 것이 지금까지 계속 진행된다는 뜻이라면 '굴러들어 오다'로 띄어 쓸 수도 있습니다."
2061,"'국어 교육학자', '국어교육학자'의 띄어쓰기","'국어 교육학자', '국어교육학자'의 바른 띄어쓰기는?","'국어 교육학자', '국어교육학자'로 쓸 수 있습니다. 이는 전문어 구 '국어 교육'에 접미사 '-학'과 '-자'가 결합한 말이므로 '국어 교육학자'로 붙여 쓰는 것이 원칙이나, 한글맞춤법 제50항에 따르면 전문어 구는 붙여 쓸 수도 있으므로 '국어교육학자'로 붙여 쓸 수도 있습니다."
2062,"'곱창구이', '곱창 구이'의?띄어쓰기","'곱창구이', '곱창 구이'의?바른 띄어쓰기는 무엇인가요?","'곱창구이'로 붙여 쓰는 것이 바릅니다. '구이'는 일부 명사 뒤에 붙어 '구운 음식'의 뜻을 나타내는 명사이므로 사전 등재 여부와 상관없이 '곱창구이'로 붙여 씁니다. 현실 언어를 반영한 ""우리말샘""에는 '곱창구이'가 한 단어로 올라 있습니다."
2063,구개음화의 조건,"구개음화는 'ㅣ' 모음 앞에서만 일어나나요, 아니면 'ㅣ'로 시작하는 다른 모음 앞에서도 일어나나요?","현상만 놓고 보면 'ㅣ'로 시작하는 다른 모음 앞에서도 구개음화가 일어납니다. '붙였다'가 [부첟따]로 발음되는 것이 이에 따른 것입니다. 다만 이때 '붙였다'는 '붙이었다'가 줄어든 것으로, 기본적으로 'ㅣ' 모음으로 인해 구개음화가 일어난 것이기 때문에 표준 발음법에서는 구개음화의 조건으로 모음 'ㅣ'만 언급하고 있습니다."
